interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_laneDensity,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_speedRelative,edge_timeLoss,edge_traveltime,edge_waitingTime
0.00,3600.00,ed_bus_speed,0,1.95,0,90,102651364#23.9,0,0,0.65,90,0.67,6.46,581.37,14.69,0.88,68.91,5.69,0.00
0.00,3600.00,ed_bus_speed,0,3.27,80,0,112446385#5,14,14,1.63,79,1.95,86.88,6803.34,6.79,0.41,4031.72,85.62,2586.00
0.00,3600.00,ed_bus_speed,3,0.11,0,3,15242148#0,0,0,0.11,0,0.13,26.77,76.94,7.40,0.89,8.58,25.10,0.00
0.00,3600.00,ed_bus_speed,2,0.06,0,2,155990909#1,2,2,0.03,0,0.03,26.99,52.57,9.71,0.87,6.64,25.76,0.00
0.00,3600.00,ed_bus_speed,0,1.85,0,69,161480084#0,0,0,0.93,69,0.87,4.11,283.34,13.26,0.80,57.96,3.16,9.00
0.00,3600.00,ed_bus_speed,0,2.49,0,69,161480084#1,0,0,1.24,69,1.24,6.18,426.10,9.66,0.58,179.28,5.02,32.00
0.00,3600.00,ed_bus_speed,0,1.52,0,65,161480084#10,1,1,0.76,65,0.72,3.75,243.74,15.04,0.90,23.79,2.95,0.00
0.00,3600.00,ed_bus_speed,0,2.91,0,65,161480084#11,2,2,1.45,65,0.72,1.37,89.01,14.97,0.90,9.07,0.56,0.00
0.00,3600.00,ed_bus_speed,0,1.43,0,65,161480084#12,1,1,0.72,65,0.73,5.37,349.30,14.84,0.89,38.34,4.56,0.00
0.00,3600.00,ed_bus_speed,0,1.48,0,65,161480084#14,15,15,0.74,65,0.76,5.54,358.17,14.34,0.86,50.00,4.70,0.00
0.00,3600.00,ed_bus_speed,0,1.53,0,65,161480084#15,4,4,0.77,65,0.75,4.35,282.89,14.54,0.87,36.15,3.53,0.00
0.00,3600.00,ed_bus_speed,0,1.74,0,65,161480084#16,0,0,0.87,65,0.95,10.58,687.50,11.49,0.69,213.51,9.50,57.00
0.00,3600.00,ed_bus_speed,0,9.32,0,65,161480084#17,5,5,4.66,65,5.37,33.42,2172.19,2.30,0.14,698.18,31.71,122.00
0.00,3600.00,ed_bus_speed,0,2.28,0,65,161480084#18,3,3,0.76,65,0.68,5.72,371.88,10.03,0.60,148.19,4.16,8.00
0.00,3600.00,ed_bus_speed,0,8.70,0,69,161480084#2,21,21,2.90,69,3.22,17.20,1165.40,2.86,0.17,389.30,15.46,115.00
0.00,3600.00,ed_bus_speed,0,6.36,0,65,161480084#20,2,2,2.12,65,2.30,18.57,1207.09,3.49,0.21,953.63,17.38,635.00
0.00,3600.00,ed_bus_speed,0,5.11,0,63,161480084#22,4,4,2.56,63,2.97,34.79,2191.70,3.77,0.23,833.50,33.38,128.00
0.00,3600.00,ed_bus_speed,0,1.35,0,63,161480084#23,1,1,0.67,63,0.72,9.12,574.27,14.31,0.86,81.19,8.33,0.00
0.00,3600.00,ed_bus_speed,0,4.43,0,63,161480084#24,11,11,2.22,60,2.57,31.63,1962.33,4.27,0.26,601.89,30.30,103.00
0.00,3600.00,ed_bus_speed,0,1.96,0,60,161480084#26,3,3,0.98,60,0.78,2.84,169.05,12.67,0.76,40.59,1.99,0.00
0.00,3600.00,ed_bus_speed,0,7.27,0,69,161480084#3,22,22,2.42,69,2.71,21.11,1456.34,3.21,0.19,1176.24,19.87,803.00
0.00,3600.00,ed_bus_speed,0,1.46,0,69,161480084#4,2,2,0.73,67,0.78,7.84,530.42,14.42,0.86,71.63,7.02,0.00
0.00,3600.00,ed_bus_speed,0,1.51,0,67,161480084#5,1,1,0.75,67,0.76,5.13,343.47,14.69,0.88,40.79,4.31,0.00
0.00,3600.00,ed_bus_speed,0,2.05,0,67,161480084#6,0,0,1.03,67,0.89,3.16,211.99,12.87,0.77,48.36,2.26,14.00
0.00,3600.00,ed_bus_speed,0,4.39,0,67,161480084#7,6,6,2.19,65,2.50,20.49,1358.24,4.78,0.29,467.73,19.42,101.00
0.00,3600.00,ed_bus_speed,0,1.71,0,65,161480084#8,2,2,0.86,65,0.76,3.37,219.28,14.11,0.85,33.68,2.57,0.00
0.00,3600.00,ed_bus_speed,0,1.53,0,65,161480084#9,0,0,0.76,65,0.72,3.80,247.26,14.97,0.90,25.28,3.01,0.00
0.00,3600.00,ed_bus_speed,0,0.20,0,4,185733519#1,0,0,0.07,4,0.05,3.21,12.85,9.30,0.67,4.25,2.05,0.00
0.00,3600.00,ed_bus_speed,2,0.30,0,2,18598988,0,0,0.15,0,0.17,47.74,84.76,1.91,0.69,26.20,41.52,0.00
0.00,3600.00,ed_bus_speed,0,1.68,0,78,194092438#4,3,3,0.84,78,0.85,5.30,412.90,15.15,0.91,37.60,4.53,0.00
0.00,3600.00,ed_bus_speed,0,1.77,0,78,194092438#5,5,5,0.89,78,0.87,4.28,332.96,15.01,0.90,33.12,3.47,0.00
0.00,3600.00,ed_bus_speed,0,1.59,0,78,194092438#6,4,4,0.80,78,0.85,7.15,557.37,15.26,0.92,47.12,6.37,0.00
0.00,3600.00,ed_bus_speed,0,1.65,0,78,194092438#7,2,2,0.82,78,0.86,6.05,471.26,15.15,0.91,43.05,5.25,0.00
0.00,3600.00,ed_bus_speed,4,0.09,0,4,194099559#0,0,0,0.02,0,0.03,16.60,63.54,12.96,0.93,4.25,15.68,0.00
0.00,3600.00,ed_bus_speed,3,0.07,0,3,19811337#1,1,1,0.03,0,0.04,26.17,76.80,12.14,0.87,9.70,25.18,0.00
0.00,3600.00,ed_bus_speed,0,0.18,0,4,23169388,0,0,0.06,4,0.03,1.73,6.93,13.10,0.94,0.40,0.82,0.00
0.00,3600.00,ed_bus_speed,3,0.44,0,3,23323086,0,0,0.44,0,0.52,142.84,411.10,1.90,0.69,129.29,136.54,0.00
0.00,3600.00,ed_bus_speed,0,0.10,0,4,259798301#1,0,0,0.05,4,0.04,2.92,11.69,15.76,0.95,0.64,2.18,0.00
0.00,3600.00,ed_bus_speed,0,1.27,0,39,289027979,0,0,0.42,39,0.28,1.68,65.68,15.68,0.94,3.91,0.92,0.00
0.00,3600.00,ed_bus_speed,0,9.19,0,19,351910071,0,0,4.59,19,4.11,43.12,819.24,0.85,0.05,777.33,41.56,693.00
0.00,3600.00,ed_bus_speed,0,0.08,0,4,356578615#0,9,9,0.02,4,0.02,9.59,37.29,14.44,0.87,4.66,8.74,0.00
0.00,3600.00,ed_bus_speed,0,0.68,4,0,376601738#2,0,0,0.68,4,0.81,85.35,311.60,1.62,0.59,141.14,82.46,50.00
0.00,3600.00,ed_bus_speed,39,0.75,0,39,455043449,0,0,0.37,0,0.41,7.22,269.85,15.57,0.93,17.76,6.46,0.00
0.00,3600.00,ed_bus_speed,0,0.76,0,39,455043472,0,0,0.38,39,0.42,9.08,354.01,15.60,0.94,22.78,8.30,0.00
0.00,3600.00,ed_bus_speed,0,0.98,0,39,455043517,0,0,0.49,39,0.41,2.60,101.32,15.70,0.94,5.92,1.83,0.00
0.00,3600.00,ed_bus_speed,0,0.77,0,39,455043526,0,0,0.26,39,0.28,7.43,289.61,15.75,0.94,15.98,6.66,0.00
0.00,3600.00,ed_bus_speed,0,2.46,0,77,48701240#1,0,0,1.23,77,0.85,1.90,145.33,14.98,0.90,14.70,1.09,0.00
0.00,3600.00,ed_bus_speed,0,1.44,0,75,48701240#11,7,7,0.72,75,0.82,14.03,1052.23,15.32,0.92,85.46,13.24,0.00
0.00,3600.00,ed_bus_speed,0,1.71,0,75,48701240#15,1,1,0.86,75,0.83,4.08,306.22,15.11,0.91,28.67,3.27,0.00
0.00,3600.00,ed_bus_speed,0,1.57,0,75,48701240#16,7,7,0.78,75,0.85,8.05,602.15,14.75,0.88,69.34,7.22,0.00
0.00,3600.00,ed_bus_speed,0,1.60,0,75,48701240#17.68,2,2,0.80,75,0.88,13.05,978.82,13.94,0.84,160.30,11.95,13.00
0.00,3600.00,ed_bus_speed,0,4.10,0,77,48701240#4,12,12,2.05,77,2.36,22.91,1762.57,5.74,0.34,430.08,22.11,39.00
0.00,3600.00,ed_bus_speed,0,1.53,0,77,48701240#6,6,6,0.77,77,0.84,9.56,735.59,15.20,0.91,65.01,8.74,0.00
0.00,3600.00,ed_bus_speed,0,4.49,0,77,48701240#9,11,11,2.25,75,2.59,22.46,1700.75,5.22,0.31,380.52,21.64,45.00
0.00,3600.00,ed_bus_speed,0,5.42,0,75,50071260#3,0,0,2.71,75,1.06,1.46,109.86,12.04,0.72,30.55,0.57,6.00
0.00,3600.00,ed_bus_speed,0,4.17,0,75,50071260#4,0,0,2.09,75,1.33,2.33,174.95,10.13,0.61,68.59,1.40,27.00
0.00,3600.00,ed_bus_speed,0,1.55,0,75,50071266#1,0,0,0.78,75,0.81,6.01,451.00,15.43,0.93,33.58,5.23,0.00
0.00,3600.00,ed_bus_speed,0,2.11,0,75,50071266#10,2,2,1.06,75,0.95,3.73,279.51,13.08,0.78,60.17,2.89,0.00
0.00,3600.00,ed_bus_speed,0,3.75,0,75,50071266#11,23,23,1.87,73,2.21,53.36,3949.51,5.71,0.34,1148.46,52.10,225.00
0.00,3600.00,ed_bus_speed,0,1.69,0,73,50071266#18,2,2,0.85,73,0.84,5.19,378.93,14.29,0.86,54.09,4.42,0.00
0.00,3600.00,ed_bus_speed,0,1.88,0,73,50071266#20,10,10,0.94,73,0.84,3.23,233.73,14.42,0.87,31.50,2.38,0.00
0.00,3600.00,ed_bus_speed,0,2.28,0,73,50071266#21,12,12,1.14,72,0.94,3.42,244.76,12.23,0.73,63.13,2.30,24.00
0.00,3600.00,ed_bus_speed,0,1.58,0,69,50071266#22,4,4,0.79,69,0.78,4.67,322.53,14.70,0.88,38.04,3.86,0.00
0.00,3600.00,ed_bus_speed,0,1.57,0,69,50071266#24,3,3,0.78,69,0.79,5.14,354.83,14.56,0.87,44.98,4.32,0.00
0.00,3600.00,ed_bus_speed,0,1.45,0,75,50071266#3,1,1,0.72,75,0.82,13.95,1046.00,15.25,0.91,89.13,13.15,0.00
0.00,3600.00,ed_bus_speed,0,3.14,0,75,50071266#7,13,13,1.57,75,1.81,26.62,1996.40,7.09,0.43,509.24,25.33,54.00
0.00,3600.00,ed_bus_speed,0,0.47,19,0,51086283#3,0,0,0.24,19,0.26,59.10,1102.30,11.16,0.67,364.21,51.90,168.00
0.00,3600.00,ed_bus_speed,0,0.40,0,4,668326453#5,0,0,0.13,4,0.04,1.24,4.94,12.50,0.90,0.49,0.29,0.00
0.00,3600.00,ed_bus_speed,0,1.70,0,90,758636097#0,4,4,0.85,87,0.97,15.84,1414.48,15.37,0.92,110.34,15.05,0.00
0.00,3600.00,ed_bus_speed,0,2.10,0,85,758636097#10,4,4,1.05,85,1.03,5.28,448.43,13.50,0.81,85.29,4.50,0.00
0.00,3600.00,ed_bus_speed,0,1.70,0,85,758636097#11,1,1,0.85,85,0.92,8.25,700.72,15.31,0.92,56.99,7.44,3.00
0.00,3600.00,ed_bus_speed,0,8.61,0,85,758636097#12,15,15,4.31,83,5.00,31.47,2653.07,3.10,0.19,703.63,30.09,102.00
0.00,3600.00,ed_bus_speed,0,2.08,0,83,758636097#14,4,4,1.04,83,0.94,3.35,277.68,14.67,0.88,33.39,2.55,0.00
0.00,3600.00,ed_bus_speed,0,1.62,0,83,758636097#15,5,5,0.81,83,0.92,14.27,1184.06,15.08,0.90,113.02,13.45,0.00
0.00,3600.00,ed_bus_speed,0,2.69,0,83,758636097#22,0,0,1.35,83,1.10,2.72,225.98,12.97,0.78,50.17,1.81,0.00
0.00,3600.00,ed_bus_speed,0,1.70,0,83,758636097#23,9,9,0.85,82,0.96,13.78,1140.63,14.36,0.86,154.41,12.87,0.00
0.00,3600.00,ed_bus_speed,0,3.03,0,79,758636097#25,33,33,1.51,78,1.80,84.09,6637.80,7.39,0.44,1420.21,83.15,136.00
0.00,3600.00,ed_bus_speed,0,4.16,0,87,758636097#3,55,55,2.08,85,2.46,66.04,5688.67,5.93,0.36,1411.12,64.64,163.00
0.00,3600.00,ed_bus_speed,0,5.64,0,98,CR_MP_001,102,102,1.88,98,2.21,44.22,4333.97,5.09,0.31,1327.48,43.43,370.00
0.00,3600.00,ed_bus_speed,0,4.67,0,98,CR_MP_002,1,1,1.56,98,0.72,1.28,125.90,15.17,0.91,11.32,0.49,0.00
0.00,3600.00,ed_bus_speed,0,3.29,0,98,CR_MP_003,1,1,1.10,98,0.71,1.71,166.93,15.26,0.92,14.17,0.92,0.00
0.00,3600.00,ed_bus_speed,0,2.33,0,98,CR_MP_004,0,0,0.78,98,0.72,3.37,329.55,15.17,0.91,29.58,2.57,0.00
0.00,3600.00,ed_bus_speed,0,4.54,0,98,CR_MP_005,32,32,1.51,97,1.76,29.28,2851.67,6.37,0.38,567.67,28.43,56.00
0.00,3600.00,ed_bus_speed,0,3.09,0,97,CR_MP_006,2,2,1.03,97,0.78,2.24,217.37,14.07,0.84,33.85,1.39,0.00
0.00,3600.00,ed_bus_speed,0,1.99,0,97,CR_MP_007,6,6,0.66,97,0.72,8.94,867.05,14.86,0.89,93.90,8.11,0.00
0.00,3600.00,ed_bus_speed,0,3.41,0,97,CR_MP_008,1,1,1.14,97,1.16,5.99,581.36,9.89,0.59,236.30,5.01,122.00
0.00,3600.00,ed_bus_speed,0,13.11,0,97,CR_MP_009,12,12,4.37,97,4.98,29.56,2863.51,2.46,0.15,761.25,28.23,104.00
0.00,3600.00,ed_bus_speed,0,2.32,0,97,CR_MP_010,2,2,0.77,96,0.75,4.83,466.71,14.05,0.84,73.38,4.05,0.00
0.00,3600.00,ed_bus_speed,0,2.35,0,96,CR_MP_011,2,2,0.78,96,0.68,2.75,263.32,15.69,0.94,15.44,1.98,0.00
0.00,3600.00,ed_bus_speed,0,2.60,0,96,CR_MP_012,21,21,0.87,95,1.02,42.61,4055.55,10.44,0.63,564.65,41.73,22.00
0.00,3600.00,ed_bus_speed,0,2.07,0,95,CR_MP_013,2,2,0.69,95,0.76,9.59,910.61,14.02,0.84,144.80,8.70,26.00
0.00,3600.00,ed_bus_speed,0,7.45,0,95,CR_MP_014,17,17,2.48,94,2.90,33.59,3178.25,3.89,0.23,954.34,32.66,170.00
0.00,3600.00,ed_bus_speed,0,2.34,0,94,CR_MP_015,3,3,0.78,94,0.69,3.08,289.22,15.04,0.90,28.31,2.30,0.00
0.00,3600.00,ed_bus_speed,0,2.38,0,94,CR_MP_016,10,10,0.79,94,0.69,2.83,266.06,15.23,0.91,23.06,2.04,0.00
0.00,3600.00,ed_bus_speed,0,1.83,0,94,CR_MP_017,5,5,0.61,94,0.68,10.49,986.40,15.42,0.92,74.26,9.72,0.00
0.00,3600.00,ed_bus_speed,0,2.46,0,94,CR_MP_018,0,0,0.82,94,0.72,3.50,329.13,14.04,0.84,51.98,2.46,6.00
0.00,3600.00,ed_bus_speed,0,0.20,0,4,CR_MP_020,4,4,0.07,4,0.06,4.60,18.41,8.27,0.50,9.27,3.12,0.00
0.00,3600.00,ed_bus_speed,0,1.97,0,98,CR_MP_021,4,4,0.66,98,0.71,9.71,951.07,15.07,0.90,91.39,8.94,0.00
0.00,3600.00,ed_bus_speed,0,5.68,0,98,CR_MP_022,23,23,1.89,98,2.20,25.20,2469.22,5.27,0.32,514.29,24.28,29.00
0.00,3600.00,ed_bus_speed,0,2.07,0,102,CR_MP_023,15,15,0.69,102,0.74,8.38,854.35,15.14,0.91,78.28,7.60,0.00
0.00,3600.00,ed_bus_speed,0,5.83,0,101,CR_MP_024,26,26,1.94,101,2.28,40.37,4075.58,5.10,0.31,1132.72,39.31,248.00
0.00,3600.00,ed_bus_speed,0,2.01,0,101,CR_MP_025,16,16,0.67,100,0.74,10.56,1059.51,14.98,0.90,107.51,9.75,0.00
0.00,3600.00,ed_bus_speed,0,5.23,0,100,CR_MP_026,20,20,1.74,99,2.04,32.64,3256.12,5.66,0.34,734.13,31.63,63.00
0.00,3600.00,ed_bus_speed,0,2.11,0,99,CR_MP_027,23,23,0.70,99,0.78,11.50,1137.96,14.06,0.84,178.03,10.64,46.00
0.00,3600.00,ed_bus_speed,0,5.44,0,99,CR_MP_028,2,2,1.81,99,1.97,11.00,1088.78,6.14,0.37,687.50,9.85,444.00
0.00,3600.00,ed_bus_speed,0,10.44,0,99,CR_MP_029,1,1,3.48,99,3.32,9.34,920.59,3.91,0.23,704.74,6.80,406.00
0.00,3600.00,ed_bus_speed,0,35.11,0,99,CR_MP_030,6,6,11.70,99,12.42,35.55,3508.97,1.12,0.07,1541.67,33.50,724.00
0.00,3600.00,ed_bus_speed,0,13.08,0,99,CR_MP_031,0,0,4.36,99,1.10,1.54,151.12,9.89,0.59,61.49,0.36,0.00
0.00,3600.00,ed_bus_speed,0,2.90,0,99,CR_MP_032,2,2,0.97,99,0.81,2.98,294.91,13.52,0.81,55.69,2.17,0.00
0.00,3600.00,ed_bus_speed,0,2.22,0,99,CR_MP_033,1,1,0.74,99,0.71,3.97,392.20,15.37,0.92,30.50,3.19,0.00
0.00,3600.00,ed_bus_speed,0,2.13,0,99,CR_MP_034,5,5,0.71,99,0.73,5.40,534.59,15.15,0.91,48.80,4.59,0.00
0.00,3600.00,ed_bus_speed,0,3.23,0,99,CR_MP_035,31,31,1.08,98,1.27,40.47,3974.86,8.75,0.52,700.73,39.66,50.00
0.00,3600.00,ed_bus_speed,0,2.66,0,98,CR_MP_036,0,0,0.89,98,0.73,2.62,255.83,14.81,0.89,28.47,1.81,0.00
0.00,3600.00,ed_bus_speed,0,4.02,0,98,CR_MP_037,37,37,1.34,96,1.57,45.78,4462.56,7.00,0.42,1082.88,44.68,113.00
0.00,3600.00,ed_bus_speed,0,1.83,0,96,CR_MP_038,12,12,0.61,96,0.70,21.21,2035.87,15.12,0.91,189.02,20.35,0.00
0.00,3600.00,ed_bus_speed,0,2.30,0,96,CR_MP_039,4,4,0.77,96,0.83,9.64,925.17,12.83,0.77,213.30,8.65,4.00
0.00,3600.00,ed_bus_speed,0,7.36,0,96,CR_MP_040,23,23,2.45,96,2.84,30.27,2901.78,4.01,0.24,1130.03,29.17,257.00
0.00,3600.00,ed_bus_speed,0,3.66,0,96,CR_MP_041,6,6,1.22,96,1.25,7.82,750.94,8.81,0.53,353.92,6.31,67.00
0.00,3600.00,ed_bus_speed,0,3.67,0,96,CR_MP_042,94,94,0.92,96,0.81,7.98,766.21,8.76,0.53,363.55,5.40,167.00
0.00,3600.00,ed_bus_speed,0,0.68,0,3,CR_MP_043,0,0,0.17,3,0.05,20.10,60.31,1.82,0.11,51.91,18.43,38.00
0.00,3600.00,ed_bus_speed,0,11.05,0,94,CR_MP_KATU_BUS_JUMP,0,0,11.05,94,12.84,36.35,3417.17,2.69,0.16,1025.28,35.20,188.00
0.00,3600.00,ed_bus_speed,0,13.47,0,93,CR_MP_RATH_BUS_JUMP,0,0,13.47,90,15.32,36.72,3349.98,2.21,0.13,1137.46,35.50,357.00
0.00,3600.00,ed_bus_speed,0,1.30,0,60,WK_MP_001,1,1,0.32,60,0.32,4.54,272.39,15.50,0.93,19.11,3.76,0.00
0.00,3600.00,ed_bus_speed,0,1.68,0,60,WK_MP_002,0,0,0.42,60,0.32,2.17,130.45,15.46,0.93,9.44,1.40,0.00
0.00,3600.00,ed_bus_speed,0,1.42,0,60,WK_MP_003,0,0,0.36,60,0.32,3.23,193.71,15.43,0.93,14.40,2.45,0.00
0.00,3600.00,ed_bus_speed,0,3.20,0,60,WK_MP_004,0,0,0.80,60,0.32,1.17,70.39,15.44,0.93,5.21,0.39,0.00
0.00,3600.00,ed_bus_speed,0,8.39,0,60,WK_MP_005,10,10,2.10,60,2.36,19.07,1143.99,2.62,0.16,317.57,17.08,72.00
0.00,3600.00,ed_bus_speed,0,1.51,0,60,WK_MP_006,1,1,0.38,60,0.36,4.39,263.36,13.79,0.83,45.55,3.62,0.00
0.00,3600.00,ed_bus_speed,0,1.40,0,60,WK_MP_007,3,3,0.35,60,0.32,3.15,189.17,15.73,0.94,10.64,2.39,0.00
0.00,3600.00,ed_bus_speed,0,1.46,0,60,WK_MP_008,0,0,0.37,60,0.32,2.79,167.27,15.69,0.94,9.84,2.02,0.00
0.00,3600.00,ed_bus_speed,0,2.68,0,60,WK_MP_009,13,13,0.67,59,0.77,17.94,1073.33,6.86,0.41,170.67,16.93,8.00
0.00,3600.00,ed_bus_speed,0,1.56,0,59,WK_MP_010,2,2,0.39,59,0.34,3.12,184.34,14.35,0.86,25.64,2.34,0.00
0.00,3600.00,ed_bus_speed,0,1.83,0,59,WK_MP_011,1,1,0.46,59,0.31,1.79,104.92,15.60,0.94,6.76,1.02,0.00
0.00,3600.00,ed_bus_speed,0,2.12,0,59,WK_MP_012,2,2,0.53,59,0.32,1.55,90.93,15.45,0.93,6.68,0.77,0.00
0.00,3600.00,ed_bus_speed,0,1.73,0,59,WK_MP_013,3,3,0.43,59,0.32,1.97,116.07,15.51,0.93,8.07,1.20,0.00
0.00,3600.00,ed_bus_speed,0,1.70,0,59,WK_MP_014,4,4,0.42,59,0.44,7.45,437.82,11.24,0.67,142.62,6.26,49.00
0.00,3600.00,ed_bus_speed,0,4.91,0,59,WK_MP_015,0,0,1.23,59,0.80,3.04,179.22,7.29,0.44,100.90,1.82,28.00
0.00,3600.00,ed_bus_speed,0,1.73,0,59,WK_MP_016,2,2,0.43,59,0.37,3.23,190.65,13.19,0.79,39.84,2.37,0.00
0.00,3600.00,ed_bus_speed,0,1.67,0,59,WK_MP_017,2,2,0.42,59,0.33,2.33,136.51,14.91,0.89,14.40,1.53,0.00
0.00,3600.00,ed_bus_speed,0,1.76,0,59,WK_MP_018,1,1,0.44,59,0.34,2.24,131.87,14.69,0.88,15.64,1.42,0.00
0.00,3600.00,ed_bus_speed,0,1.43,0,59,WK_MP_019,0,0,0.36,59,0.33,3.64,214.80,14.72,0.88,25.13,2.82,0.00
0.00,3600.00,ed_bus_speed,0,2.28,0,59,WK_MP_020,0,0,0.57,59,0.34,1.61,95.05,14.64,0.88,11.56,0.79,0.00
0.00,3600.00,ed_bus_speed,0,2.09,0,59,WK_MP_021,0,0,0.52,59,0.55,8.47,499.94,9.27,0.56,222.07,7.23,92.00
0.00,3600.00,ed_bus_speed,0,11.41,0,59,WK_MP_022,2,2,2.85,58,3.23,29.01,1701.07,1.84,0.11,494.27,27.28,59.00
0.00,3600.00,ed_bus_speed,0,2.20,0,58,WK_MP_023,0,0,0.55,58,0.40,2.49,144.28,12.15,0.73,39.10,1.59,0.00
0.00,3600.00,ed_bus_speed,0,3.14,0,58,WK_MP_024,1,1,0.79,58,0.33,1.24,71.76,14.82,0.89,7.95,0.44,0.00
0.00,3600.00,ed_bus_speed,0,1.50,0,58,WK_MP_025,0,0,0.38,57,0.31,2.40,137.90,15.61,0.94,8.78,1.64,0.00
0.00,3600.00,ed_bus_speed,0,1.59,0,57,WK_MP_026,0,0,0.40,57,0.31,2.17,123.58,15.48,0.93,8.83,1.39,0.00
0.00,3600.00,ed_bus_speed,0,2.36,0,57,WK_MP_027,0,0,0.59,57,0.30,1.34,76.66,15.63,0.94,4.78,0.58,0.00
0.00,3600.00,ed_bus_speed,0,2.34,0,57,WK_MP_028,0,0,0.59,56,0.30,1.35,76.20,15.55,0.93,5.13,0.58,0.00
0.00,3600.00,ed_bus_speed,0,3.66,0,56,WK_MP_029,0,0,0.92,56,0.30,1.07,59.87,15.47,0.93,4.31,0.29,0.00
0.00,3600.00,ed_bus_speed,0,2.70,0,56,WK_MP_030,0,0,0.67,56,0.30,1.23,68.81,15.53,0.93,4.72,0.46,0.00
0.00,3600.00,ed_bus_speed,0,3.25,0,56,WK_MP_031,0,0,0.81,56,0.30,1.12,62.55,15.52,0.93,4.30,0.34,0.00
0.00,3600.00,ed_bus_speed,0,1.46,0,56,WK_MP_032,0,0,0.36,56,0.30,2.47,138.58,15.52,0.93,9.58,1.70,0.00
0.00,3600.00,ed_bus_speed,0,1.87,0,56,WK_MP_033,0,0,0.47,56,0.30,1.71,95.96,15.32,0.92,7.74,0.92,0.00
0.00,3600.00,ed_bus_speed,0,5.64,0,56,WK_MP_034,5,5,1.41,54,1.65,37.02,2053.82,3.06,0.18,520.16,35.68,56.00
0.00,3600.00,ed_bus_speed,0,3.18,0,54,WK_MP_035,0,0,0.80,54,0.38,1.67,90.06,11.91,0.71,25.73,0.71,0.00
0.00,3600.00,ed_bus_speed,0,1.19,0,54,WK_MP_036,5,5,0.30,54,0.30,4.74,255.81,15.10,0.91,24.04,3.96,0.00
0.00,3600.00,ed_bus_speed,0,1.23,0,54,WK_MP_037,0,0,0.31,54,0.29,3.51,189.56,15.57,0.93,12.53,2.74,0.00
0.00,3600.00,ed_bus_speed,0,1.65,0,54,WK_MP_038,0,0,0.41,54,0.35,2.93,158.20,13.21,0.79,32.80,2.07,4.00
0.00,3600.00,ed_bus_speed,0,2.21,0,54,WK_MP_039,0,0,0.55,54,0.30,1.42,76.93,15.23,0.91,6.67,0.64,0.00
0.00,3600.00,ed_bus_speed,0,1.32,0,54,WK_MP_040,0,0,0.33,54,0.30,3.14,169.36,15.17,0.91,15.20,2.34,0.00
0.00,3600.00,ed_bus_speed,0,1.77,0,54,WK_MP_041,0,0,0.44,54,0.31,2.01,108.42,14.43,0.87,14.58,1.14,0.00
0.00,3600.00,ed_bus_speed,0,5.34,0,54,WK_MP_042,0,0,1.34,53,1.41,12.16,653.01,3.78,0.23,505.01,10.35,288.00
0.00,3600.00,ed_bus_speed,0,26.77,0,52,WK_MP_043,0,0,6.69,51,7.36,27.28,1387.75,0.97,0.06,382.28,23.67,11.00
0.00,3600.00,ed_bus_speed,0,3.86,0,51,WK_MP_044,0,0,0.97,51,0.50,2.53,128.35,8.40,0.50,63.69,1.26,0.00
0.00,3600.00,ed_bus_speed,0,1.09,0,51,WK_MP_045,3,3,0.27,51,0.29,6.95,354.37,14.70,0.88,41.94,6.18,0.00
0.00,3600.00,ed_bus_speed,0,1.13,0,51,WK_MP_046,0,0,0.28,51,0.28,4.36,222.25,15.33,0.92,14.87,3.52,0.00
0.00,3600.00,ed_bus_speed,0,1.03,0,49,WK_MP_047,0,0,0.26,48,0.28,12.04,585.93,14.12,0.85,89.80,10.56,16.00
0.00,3600.00,ed_bus_speed,0,10.05,0,48,WK_MP_048,1,1,2.51,47,2.88,30.98,1473.66,1.70,0.10,381.21,29.41,21.00
0.00,3600.00,ed_bus_speed,0,1.58,0,47,WK_MP_049,0,0,0.39,47,0.32,3.05,143.41,12.22,0.73,38.28,2.20,0.00
0.00,3600.00,ed_bus_speed,0,1.71,0,47,WK_MP_050,1,1,0.43,47,0.25,1.53,72.03,15.46,0.93,5.21,0.77,0.00
0.00,3600.00,ed_bus_speed,0,1.32,0,47,WK_MP_051,0,0,0.33,47,0.26,2.24,105.47,15.24,0.91,9.07,1.46,0.00
0.00,3600.00,ed_bus_speed,0,1.66,0,47,WK_MP_052,0,0,0.42,47,0.40,4.19,196.82,10.73,0.64,70.14,3.23,42.00
0.00,3600.00,ed_bus_speed,0,2.46,0,47,WK_MP_053,0,0,0.61,47,0.38,1.98,93.18,11.37,0.68,29.63,1.10,9.00
0.00,3600.00,ed_bus_speed,0,2.65,0,47,WK_MP_054,0,0,0.66,47,0.54,3.02,142.13,8.89,0.53,66.31,1.96,31.00
0.00,3600.00,ed_bus_speed,0,12.57,0,47,WK_MP_055,0,0,3.14,47,1.47,5.91,277.80,3.07,0.18,226.66,3.89,142.00
0.00,3600.00,ed_bus_speed,0,17.36,0,47,WK_MP_056,0,0,4.34,46,4.73,28.63,1334.48,1.17,0.07,402.30,25.72,68.00
